word,is_target,arena,extracted_sentences,eligible_sentences,seed,sampled_sentences,minimum_required,threshold_met,profile_status,missing_reason,model_used
commercial,False,WSJ,676,500,11,500,100,True,OK,,495
common,False,WSJ,653,500,11,500,100,True,OK,,496
commonplace,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
communication,False,WSJ,281,281,11,281,100,True,OK,,277
competing,False,WSJ,307,307,11,307,100,True,OK,,306
competition,False,WSJ,1111,500,11,500,100,True,OK,,495
complaint,False,WSJ,141,141,11,141,100,True,OK,,139
complete,False,WSJ,337,337,11,337,100,True,OK,,336
complexity,False,WSJ,168,168,11,168,100,True,OK,,164
complicated,False,WSJ,283,283,11,283,100,True,OK,,280
composition,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
computational,False,WSJ,134,134,11,134,100,True,OK,,134
computers,False,WSJ,1603,500,11,500,100,True,OK,,483
concept,False,WSJ,236,236,11,236,100,True,OK,,236
concern,False,WSJ,475,475,11,475,100,True,OK,,473
concerns,False,WSJ,1213,500,11,500,100,True,OK,,498
concessions,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
concluded,False,WSJ,148,148,11,148,100,True,OK,,148
conclusions,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
conduct,False,WSJ,193,193,11,193,100,True,OK,,192
conference,False,WSJ,958,500,11,500,100,True,OK,,496
confident,False,WSJ,191,191,11,191,100,True,OK,,190
connected,False,WSJ,422,422,11,422,100,True,OK,,421
connects,False,WSJ,42,42,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
consideration,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
considered,False,WSJ,441,441,11,441,100,True,OK,,440
constantly,False,WSJ,178,178,11,178,100,True,OK,,177
constructed,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
consumption,False,WSJ,202,202,11,202,100,True,OK,,200
contact,False,WSJ,224,224,11,224,100,True,OK,,223
contain,False,WSJ,163,163,11,163,100,True,OK,,163
contained,False,WSJ,77,77,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
contract,False,WSJ,468,468,11,468,100,True,OK,,460
contrast,False,WSJ,280,280,11,280,100,True,OK,,280
contributed,False,WSJ,776,500,11,500,100,True,OK,,500
contribution,False,WSJ,69,69,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
conversations,False,WSJ,432,432,11,432,100,True,OK,,431
convicted,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cooper,False,WSJ,55,55,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
copyright,False,WSJ,148,148,11,148,100,True,OK,,138
counter,False,WSJ,159,159,11,159,100,True,OK,,159
cracking,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
crash,False,WSJ,183,183,11,183,100,True,OK,,180
creating,False,WSJ,760,500,11,500,100,True,OK,,496
credibility,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
crime,False,WSJ,163,163,11,163,100,True,OK,,160
criminal,False,WSJ,154,154,11,154,100,True,OK,,152
critique,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
crowd,False,WSJ,150,150,11,150,100,True,OK,,147
crowds,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cruise,False,WSJ,178,178,11,178,100,True,OK,,175
cryptocurrencies,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ct,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
cure,False,WSJ,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
curiosity,False,WSJ,40,40,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
currency,False,WSJ,173,173,11,173,100,True,OK,,169
da,False,WSJ,13,13,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
danger,False,WSJ,131,131,11,131,100,True,OK,,130
databases,False,WSJ,187,187,11,187,100,True,OK,,185
daunting,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
davis,False,WSJ,128,128,11,128,100,True,OK,,125
days,False,WSJ,1434,500,11,500,100,True,OK,,489
dealing,False,WSJ,169,169,11,169,100,True,OK,,169
dean,False,WSJ,132,132,11,132,100,True,OK,,130
debut,False,WSJ,189,189,11,189,100,True,OK,,189
decided,False,WSJ,475,475,11,475,100,True,OK,,474
declaration,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
dedicated,False,WSJ,171,171,11,171,100,True,OK,,167
deeper,False,WSJ,181,181,11,181,100,True,OK,,178
deepfakes,False,WSJ,126,126,11,126,100,True,OK,,125
deepmind,False,WSJ,263,263,11,263,100,True,OK,,246
defense,False,WSJ,915,500,11,500,100,True,OK,,475
del,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
deliberately,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
delivering,False,WSJ,182,182,11,182,100,True,OK,,182
demonstrated,False,WSJ,141,141,11,141,100,True,OK,,140
deny,False,WSJ,67,67,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
departments,False,WSJ,166,166,11,166,100,True,OK,,165
depend,False,WSJ,128,128,11,128,100,True,OK,,128
depending,False,WSJ,154,154,11,154,100,True,OK,,154
describes,False,WSJ,133,133,11,133,100,True,OK,,132
design,False,WSJ,967,500,11,500,100,True,OK,,489
designed,False,WSJ,1052,500,11,500,100,True,OK,,500
designers,False,WSJ,170,170,11,170,100,True,OK,,167
designing,False,WSJ,161,161,11,161,100,True,OK,,161
desire,False,WSJ,159,159,11,159,100,True,OK,,157
detected,False,WSJ,74,74,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
detectors,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
determine,False,WSJ,474,474,11,474,100,True,OK,,472
developed,False,WSJ,999,500,11,500,100,True,OK,,497
developments,False,WSJ,163,163,11,163,100,True,OK,,163
device,False,WSJ,874,500,11,500,100,True,OK,,491
diabetes,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
differences,False,WSJ,154,154,11,154,100,True,OK,,149
difficult,False,WSJ,829,500,11,500,100,True,OK,,498
dining,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
diplomats,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
direction,False,WSJ,305,305,11,305,100,True,OK,,304
directly,False,WSJ,513,500,11,500,100,True,OK,,497
discern,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
disciplines,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
disclose,False,WSJ,210,210,11,210,100,True,OK,,210
disclosures,False,WSJ,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
discover,False,WSJ,164,164,11,164,100,True,OK,,161
discovering,False,WSJ,63,63,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
disputed,False,WSJ,40,40,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
distance,False,WSJ,133,133,11,133,100,True,OK,,132
distinction,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
distinguish,False,WSJ,102,102,11,102,100,True,OK,,102
dna,False,WSJ,162,162,11,162,100,True,OK,,153
dog,False,WSJ,136,136,11,136,100,True,OK,,125
doing,False,WSJ,1194,500,11,500,100,True,OK,,486
dollars,False,WSJ,1016,500,11,500,100,True,OK,,499
don,False,WSJ,3274,500,11,500,100,True,OK,,484
door,False,WSJ,241,241,11,241,100,True,OK,,235
doubt,False,WSJ,171,171,11,171,100,True,OK,,171
drawing,False,WSJ,178,178,11,178,100,True,OK,,178
drawn,False,WSJ,195,195,11,195,100,True,OK,,195
drew,False,WSJ,169,169,11,169,100,True,OK,,169
drive,False,WSJ,786,500,11,500,100,True,OK,,492
drives,False,WSJ,163,163,11,163,100,True,OK,,158
due,False,WSJ,644,500,11,500,100,True,OK,,499
earn,False,WSJ,155,155,11,155,100,True,OK,,155
earned,False,WSJ,190,190,11,190,100,True,OK,,187
ears,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ease,False,WSJ,166,166,11,166,100,True,OK,,166
easily,False,WSJ,423,423,11,423,100,True,OK,,422
economics,False,WSJ,283,283,11,283,100,True,OK,,280
economies,False,WSJ,203,203,11,203,100,True,OK,,201
editor,False,WSJ,456,456,11,456,100,True,OK,,442
educational,False,WSJ,128,128,11,128,100,True,OK,,124
effect,False,WSJ,473,473,11,473,100,True,OK,,468
effective,False,WSJ,490,490,11,490,100,True,OK,,482
efforts,False,WSJ,1471,500,11,500,100,True,OK,,499
electrical,False,WSJ,141,141,11,141,100,True,OK,,141
elements,False,WSJ,157,157,11,157,100,True,OK,,156
embarrassing,False,WSJ,35,35,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
emerged,False,WSJ,222,222,11,222,100,True,OK,,221
emergence,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
emeritus,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
emotions,False,WSJ,165,165,11,165,100,True,OK,,163
employed,False,WSJ,139,139,11,139,100,True,OK,,139
enacted,False,WSJ,36,36,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
encounters,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
encourage,False,WSJ,268,268,11,268,100,True,OK,,267
encouraging,False,WSJ,196,196,11,196,100,True,OK,,196
end,False,WSJ,1914,500,11,500,100,True,OK,,483
energy,False,WSJ,1516,500,11,500,100,True,OK,,454
engagement,False,WSJ,216,216,11,216,100,True,OK,,215
engineering,False,WSJ,701,500,11,500,100,True,OK,,495
engineers,False,WSJ,890,500,11,500,100,True,OK,,493
engines,False,WSJ,251,251,11,251,100,True,OK,,245
enhance,False,WSJ,168,168,11,168,100,True,OK,,168
enjoy,False,WSJ,139,139,11,139,100,True,OK,,137
enough,False,WSJ,1426,500,11,500,100,True,OK,,482
ensemble,False,WSJ,14,14,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
entered,False,WSJ,142,142,11,142,100,True,OK,,141
entering,False,WSJ,158,158,11,158,100,True,OK,,157
entire,False,WSJ,471,471,11,471,100,True,OK,,469
entrepreneurship,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
era,False,WSJ,470,470,11,470,100,True,OK,,466
errors,False,WSJ,201,201,11,201,100,True,OK,,194
essentially,False,WSJ,236,236,11,236,100,True,OK,,236
evaluate,False,WSJ,174,174,11,174,100,True,OK,,173
evaluated,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
evaluating,False,WSJ,83,83,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
evaluation,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
events,False,WSJ,409,409,11,409,100,True,OK,,399
evidence,False,WSJ,441,441,11,441,100,True,OK,,433
evolution,False,WSJ,155,155,11,155,100,True,OK,,150
excited,False,WSJ,143,143,11,143,100,True,OK,,142
exciting,False,WSJ,127,127,11,127,100,True,OK,,127
executives,False,WSJ,1921,500,11,500,100,True,OK,,496
exercise,False,WSJ,180,180,11,180,100,True,OK,,178
experiment,False,WSJ,282,282,11,282,100,True,OK,,282
experimentation,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
experimenting,False,WSJ,172,172,11,172,100,True,OK,,171
expert,False,WSJ,267,267,11,267,100,True,OK,,261
explain,False,WSJ,278,278,11,278,100,True,OK,,276
exploded,False,WSJ,66,66,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
exponentially,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
exports,False,WSJ,206,206,11,206,100,True,OK,,200
exposed,False,WSJ,147,147,11,147,100,True,OK,,146
express,False,WSJ,158,158,11,158,100,True,OK,,158
extend,False,WSJ,167,167,11,167,100,True,OK,,167
extended,False,WSJ,177,177,11,177,100,True,OK,,177
extensively,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
extent,False,WSJ,130,130,11,130,100,True,OK,,130
extremely,False,WSJ,159,159,11,159,100,True,OK,,159
fabric,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
faced,False,WSJ,282,282,11,282,100,True,OK,,281
facility,False,WSJ,207,207,11,207,100,True,OK,,207
factual,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fame,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
farm,False,WSJ,153,153,11,153,100,True,OK,,149
farmers,False,WSJ,152,152,11,152,100,True,OK,,145
fashion,False,WSJ,266,266,11,266,100,True,OK,,251
fast,False,WSJ,599,500,11,500,100,True,OK,,491
feature,False,WSJ,637,500,11,500,100,True,OK,,491
features,False,WSJ,1056,500,11,500,100,True,OK,,495
fee,False,WSJ,154,154,11,154,100,True,OK,,153
fever,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fighters,False,WSJ,35,35,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
figure,False,WSJ,624,500,11,500,100,True,OK,,499
files,False,WSJ,139,139,11,139,100,True,OK,,134
findings,False,WSJ,169,169,11,169,100,True,OK,,168
finds,False,WSJ,163,163,11,163,100,True,OK,,163
finished,False,WSJ,167,167,11,167,100,True,OK,,167
fire,False,WSJ,452,452,11,452,100,True,OK,,418
fits,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fixed,False,WSJ,133,133,11,133,100,True,OK,,131
flag,False,WSJ,163,163,11,163,100,True,OK,,162
flat,False,WSJ,199,199,11,199,100,True,OK,,198
flight,False,WSJ,231,231,11,231,100,True,OK,,227
flooded,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
focused,False,WSJ,951,500,11,500,100,True,OK,,499
focuses,False,WSJ,198,198,11,198,100,True,OK,,198
follows,False,WSJ,161,161,11,161,100,True,OK,,161
foods,False,WSJ,154,154,11,154,100,True,OK,,146
foot,False,WSJ,156,156,11,156,100,True,OK,,153
forcing,False,WSJ,130,130,11,130,100,True,OK,,130
forge,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
forged,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
form,False,WSJ,706,500,11,500,100,True,OK,,499
formally,False,WSJ,67,67,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
formed,False,WSJ,153,153,11,153,100,True,OK,,153
forming,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fortune,False,WSJ,146,146,11,146,100,True,OK,,145
founder,False,WSJ,922,500,11,500,100,True,OK,,488
founding,False,WSJ,153,153,11,153,100,True,OK,,151
fox,False,WSJ,121,121,11,121,100,True,OK,,111
fraction,False,WSJ,159,159,11,159,100,True,OK,,159
fragile,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
franklin,False,WSJ,35,35,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fraudulent,False,WSJ,62,62,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
freedom,False,WSJ,175,175,11,175,100,True,OK,,168
friday,False,WSJ,1053,500,11,500,100,True,OK,,498
front,False,WSJ,419,419,11,419,100,True,OK,,415
fueled,False,WSJ,185,185,11,185,100,True,OK,,185
fulfill,False,WSJ,57,57,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
fundamental,False,WSJ,198,198,11,198,100,True,OK,,198
funding,False,WSJ,1044,500,11,500,100,True,OK,,488
furniture,False,WSJ,69,69,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
further,False,WSJ,1001,500,11,500,100,True,OK,,497
gaining,False,WSJ,199,199,11,199,100,True,OK,,199
game,False,WSJ,1069,500,11,500,100,True,OK,,478
gaming,False,WSJ,220,220,11,220,100,True,OK,,209
gathering,False,WSJ,184,184,11,184,100,True,OK,,184
gebru,False,WSJ,41,41,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
gen,False,WSJ,89,89,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
general,False,WSJ,1106,500,11,500,100,True,OK,,496
generates,False,WSJ,155,155,11,155,100,True,OK,,153
generations,False,WSJ,124,124,11,124,100,True,OK,,122
generator,False,WSJ,66,66,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
generic,False,WSJ,42,42,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
genetic,False,WSJ,143,143,11,143,100,True,OK,,134
genetics,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
geoffrey,False,WSJ,68,68,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
geometry,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
gets,False,WSJ,468,468,11,468,100,True,OK,,462
give,False,WSJ,1416,500,11,500,100,True,OK,,498
given,False,WSJ,1200,500,11,500,100,True,OK,,498
gives,False,WSJ,429,429,11,429,100,True,OK,,428
giving,False,WSJ,779,500,11,500,100,True,OK,,497
glad,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
glass,False,WSJ,200,200,11,200,100,True,OK,,196
globe,False,WSJ,157,157,11,157,100,True,OK,,157
gotten,False,WSJ,176,176,11,176,100,True,OK,,175
governments,False,WSJ,475,475,11,475,100,True,OK,,473
grace,False,WSJ,38,38,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
graduates,False,WSJ,186,186,11,186,100,True,OK,,177
great,False,WSJ,1067,500,11,500,100,True,OK,,483
grocery,False,WSJ,188,188,11,188,100,True,OK,,183
groundbreaking,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
growing,False,WSJ,1520,500,11,500,100,True,OK,,496
guards,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
guy,False,WSJ,149,149,11,149,100,True,OK,,147
hacker,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hair,False,WSJ,157,157,11,157,100,True,OK,,149
handful,False,WSJ,284,284,11,284,100,True,OK,,283
happen,False,WSJ,459,459,11,459,100,True,OK,,449
harbor,False,WSJ,30,30,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hard,False,WSJ,1136,500,11,500,100,True,OK,,495
harm,False,WSJ,237,237,11,237,100,True,OK,,233
heat,False,WSJ,191,191,11,191,100,True,OK,,185
heavy,False,WSJ,255,255,11,255,100,True,OK,,253
heels,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
height,False,WSJ,58,58,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
helen,False,WSJ,26,26,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
helped,False,WSJ,1258,500,11,500,100,True,OK,,497
helpful,False,WSJ,163,163,11,163,100,True,OK,,162
helping,False,WSJ,769,500,11,500,100,True,OK,,499
hidden,False,WSJ,120,120,11,120,100,True,OK,,118
hiding,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
high-profile,False,WSJ,159,159,11,159,100,True,OK,,158
horowitz,False,WSJ,183,183,11,183,100,True,OK,,176
housing,False,WSJ,227,227,11,227,100,True,OK,,217
however,False,WSJ,957,500,11,500,100,True,OK,,500
hp,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hub,False,WSJ,174,174,11,174,100,True,OK,,173
hudson,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
humans,False,WSJ,1448,500,11,500,100,True,OK,,483
hundreds,False,WSJ,835,500,11,500,100,True,OK,,494
hungary,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hunger,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hurdle,False,WSJ,65,65,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hurting,False,WSJ,61,61,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
hybrid,False,WSJ,180,180,11,180,100,True,OK,,177
hypothetical,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ideology,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
ii,False,WSJ,180,180,11,180,100,True,OK,,180
illusion,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
illustrate,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
imagery,False,WSJ,116,116,11,116,100,True,OK,,113
implications,False,WSJ,176,176,11,176,100,True,OK,,176
important,False,WSJ,1441,500,11,500,100,True,OK,,491
impossible,False,WSJ,271,271,11,271,100,True,OK,,270
impressive,False,WSJ,122,122,11,122,100,True,OK,,122
improvement,False,WSJ,166,166,11,166,100,True,OK,,164
improvements,False,WSJ,225,225,11,225,100,True,OK,,225
improves,False,WSJ,55,55,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
incentives,False,WSJ,201,201,11,201,100,True,OK,,200
inches,False,WSJ,34,34,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
include,False,WSJ,1490,500,11,500,100,True,OK,,500
increasing,False,WSJ,485,485,11,485,100,True,OK,,482
individual,False,WSJ,727,500,11,500,100,True,OK,,497
industry,False,WSJ,3672,500,11,500,100,True,OK,,484
infected,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
influencer,False,WSJ,28,28,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
information,False,WSJ,3561,500,11,500,100,True,OK,,470
infrared,False,WSJ,31,31,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
inherently,False,WSJ,32,32,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
innovations,False,WSJ,229,229,11,229,100,True,OK,,228
innovative,False,WSJ,199,199,11,199,100,True,OK,,199
input,False,WSJ,175,175,11,175,100,True,OK,,172
insight,False,WSJ,177,177,11,177,100,True,OK,,177
insist,False,WSJ,39,39,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
installed,False,WSJ,193,193,11,193,100,True,OK,,192
instance,False,WSJ,703,500,11,500,100,True,OK,,500
institute,False,WSJ,889,500,11,500,100,True,OK,,488
instructions,False,WSJ,174,174,11,174,100,True,OK,,172
instrument,False,WSJ,29,29,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
intellectual,False,WSJ,262,262,11,262,100,True,OK,,258
intense,False,WSJ,152,152,11,152,100,True,OK,,152
interaction,False,WSJ,147,147,11,147,100,True,OK,,147
interest,False,WSJ,1600,500,11,500,100,True,OK,,491
interim,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
international,False,WSJ,1408,500,11,500,100,True,OK,,492
intriguing,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
intuitive,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
involve,False,WSJ,144,144,11,144,100,True,OK,,143
ios,False,WSJ,163,163,11,163,100,True,OK,,157
ipads,False,WSJ,66,66,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
issues,False,WSJ,995,500,11,500,100,True,OK,,496
itself,False,WSJ,1035,500,11,500,100,True,OK,,496
jacob,False,WSJ,52,52,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jail,False,WSJ,27,27,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
janet,False,WSJ,37,37,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jason,False,WSJ,148,148,11,148,100,True,OK,,146
jerome,False,WSJ,64,64,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
jimmy,False,WSJ,33,33,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
job,False,WSJ,2077,500,11,500,100,True,OK,,480
john,False,WSJ,691,500,11,500,100,True,OK,,494
jonathan,False,WSJ,127,127,11,127,100,True,OK,,127
journals,False,WSJ,60,60,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
judgment,False,WSJ,173,173,11,173,100,True,OK,,170
july,False,WSJ,769,500,11,500,100,True,OK,,490
jumping,False,WSJ,62,62,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
june,False,WSJ,1004,500,11,500,100,True,OK,,493
kansas,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
kim,False,WSJ,150,150,11,150,100,True,OK,,146
king,False,WSJ,166,166,11,166,100,True,OK,,164
kitchen,False,WSJ,130,130,11,130,100,True,OK,,128
knows,False,WSJ,261,261,11,261,100,True,OK,,254
labor,False,WSJ,1009,500,11,500,100,True,OK,,476
lag,False,WSJ,59,59,11,0,100,False,BELOW_MINIMUM,BELOW_MINIMUM,0
landing,False,WSJ,179,179,11,179,100,True,OK,,174
landscape,False,WSJ,157,157,11,157,100,True,OK,,156
laptop,False,WSJ,153,153,11,153,100,True,OK,,149
larger,False,WSJ,619,500,11,500,100,True,OK,,493
largest,False,WSJ,1497,500,11,500,100,True,OK,,496
